"div","u","v","p","dx","dy","T","phase","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.038933,0.10507,-12.117,-428.67,-4.3542e-05,-0.0022514,425.09,0,1,0.39002,0.5,0.38997,0
0.02944,0.1481,-12.445,-438.12,-4.1073e-05,-0.0021573,407.79,0,1,0.40002,0.5,0.39997,0
0.038521,0.18614,-12.769,-445.52,-3.8938e-05,-0.0020721,391.47,0,1,0.41002,0.5,0.40997,0
0.047604,0.22418,-13.092,-452.91,-3.6804e-05,-0.0019869,375.15,0,1,0.42002,0.5,0.41997,0
0.040766,0.2582,-13.401,-460.31,-3.4907e-05,-0.0019083,359.9,0,1,0.43002,0.5,0.42997,0
0.026915,0.29044,-13.702,-467.71,-3.3114e-05,-0.0018327,345.11,0,1,0.44002,0.5,0.43998,0
0.017211,0.32177,-13.998,-474.71,-3.1371e-05,-0.0017586,330.61,0,1,0.45002,0.5,0.44998,0
0.027024,0.34882,-14.271,-479.85,-2.9853e-05,-0.0016912,317.46,0,1,0.46002,0.5,0.45998,0
0.036838,0.37587,-14.544,-484.99,-2.8335e-05,-0.0016238,304.3,0,1,0.47002,0.5,0.46998,0
0.033977,0.39907,-14.794,-490.13,-2.6964e-05,-0.001561,292.2,0,1,0.48002,0.5,0.47998,0
0.024537,0.42028,-15.033,-495.27,-2.5669e-05,-0.0015007,280.65,0,1,0.49002,0.5,0.48998,0
0.017373,0.44058,-15.265,-499.94,-2.44e-05,-0.0014412,269.3,0,1,0.50002,0.5,0.49998,0
0.02382,0.4555,-15.461,-501.81,-2.3286e-05,-0.0013869,259.2,0,1,0.51002,0.5,0.50998,0
0.030268,0.47042,-15.656,-503.69,-2.2173e-05,-0.0013326,249.1,0,1,0.52002,0.5,0.51998,0
0.027835,0.48048,-15.821,-505.56,-2.1152e-05,-0.0012815,239.81,0,1,0.53002,0.5,0.52998,0
0.020178,0.48768,-15.967,-507.43,-2.0187e-05,-0.0012325,231,0,1,0.54002,0.5,0.53998,0
0.014055,0.49384,-16.106,-508.95,-1.9236e-05,-0.0011839,222.32,0,1,0.55002,0.5,0.54998,0
0.019467,0.49226,-16.198,-507.82,-1.8392e-05,-0.0011393,214.58,0,1,0.56002,0.5,0.55998,0
0.024879,0.49069,-16.29,-506.68,-1.7549e-05,-0.0010947,206.85,0,1,0.57003,0.5,0.56998,0
0.023239,0.48357,-16.347,-505.54,-1.6767e-05,-0.0010525,199.66,0,1,0.58003,0.5,0.57998,0
0.01702,0.47284,-16.381,-504.4,-1.6024e-05,-0.0010118,192.83,0,1,0.59003,0.5,0.58998,0
0.011833,0.46126,-16.41,-503.05,-1.529e-05,-0.00097147,186.06,0,1,0.60003,0.5,0.59998,0
0.016348,0.44148,-16.386,-499.68,-1.4631e-05,-0.0009342,179.94,0,1,0.61003,0.5,0.60998,0
0.020865,0.42171,-16.361,-496.32,-1.3972e-05,-0.00089693,173.82,0,1,0.62003,0.5,0.61998,0
0.019775,0.3973,-16.302,-492.95,-1.3354e-05,-0.0008614,168.04,0,1,0.63003,0.5,0.62998,0
0.014739,0.36961,-16.218,-489.58,-1.2766e-05,-0.0008271,162.5,0,1,0.64003,0.5,0.63998,0
0.010389,0.3414,-16.129,-486.12,-1.2181e-05,-0.000793,157,0,1,0.65003,0.5,0.64998,0
0.014123,0.307,-15.987,-481.61,-1.1651e-05,-0.0007613,151.91,0,1,0.66003,0.5,0.65999,0
0.017857,0.2726,-15.846,-477.09,-1.1121e-05,-0.00072959,146.82,0,1,0.67003,0.5,0.66999,0
0.017155,0.23557,-15.672,-472.57,-1.0619e-05,-0.00069918,141.94,0,1,0.68003,0.5,0.67999,0
0.013112,0.19655,-15.473,-468.05,-1.0138e-05,-0.00066974,137.22,0,1,0.69003,0.5,0.68999,0
0.0095173,0.15735,-15.271,-463.52,-9.66e-06,-0.00064043,132.51,0,1,0.70003,0.5,0.69999,0
0.012562,0.11541,-15.02,-458.85,-9.2207e-06,-0.00061297,128.08,0,1,0.71003,0.5,0.70999,0
0.015607,0.073467,-14.769,-454.18,-8.7814e-06,-0.00058552,123.64,0,1,0.72003,0.5,0.71999,0
0.015183,0.030648,-14.489,-449.51,-8.3617e-06,-0.00055902,119.33,0,1,0.73003,0.5,0.72999,0
0.011993,-0.012873,-14.187,-444.85,-7.9575e-06,-0.0005333,115.12,0,1,0.74003,0.5,0.73999,0
0.0090847,-0.056437,-13.882,-440.2,-7.5548e-06,-0.00050765,110.92,0,1,0.75003,0.5,0.74999,0
0.011516,-0.10086,-13.533,-435.99,-7.1801e-06,-0.00048342,106.89,0,1,0.76003,0.5,0.75999,0
0.013946,-0.14528,-13.184,-431.77,-6.8055e-06,-0.0004592,102.86,0,1,0.77003,0.5,0.76999,0
0.013727,-0.1907,-12.81,-427.56,-6.4445e-06,-0.00043569,98.915,0,1,0.78003,0.5,0.77999,0
0.011285,-0.23697,-12.416,-423.35,-6.0949e-06,-0.00041277,95.036,0,1,0.79003,0.5,0.78999,0
0.0090091,-0.28339,-12.02,-419.17,-5.746e-06,-0.00038989,91.162,0,1,0.80004,0.5,0.79999,0
0.010886,-0.33351,-11.584,-415.89,-5.4173e-06,-0.00036808,87.402,0,1,0.81004,0.5,0.80999,0
0.012763,-0.38361,-11.149,-412.61,-5.0886e-06,-0.00034628,83.642,0,1,0.82004,0.5,0.81999,0
0.012697,-0.4373,-10.691,-409.33,-4.7691e-06,-0.00032499,79.935,0,1,0.83004,0.5,0.82999,0
0.010927,-0.49413,-10.214,-406.05,-4.4578e-06,-0.00030413,76.274,0,1,0.84004,0.5,0.83999,0
0.009244,-0.5512,-9.7364,-402.8,-4.1469e-06,-0.0002833,72.615,0,1,0.85004,0.5,0.84999,0
0.010614,-0.61676,-9.2148,-400.3,-3.8498e-06,-0.00026324,69.034,0,1,0.86004,0.5,0.85999,0
0.011984,-0.68232,-8.6932,-397.8,-3.5527e-06,-0.00024318,65.453,0,1,0.87004,0.5,0.86999,0
0.012036,-0.75109,-8.1429,-395.3,-3.2617e-06,-0.00022346,61.905,0,1,0.88004,0.5,0.87999,0
0.010884,-0.82278,-7.5665,-392.8,-2.9761e-06,-0.00020405,58.388,0,1,0.89004,0.5,0.89,0
0.0097704,-0.89436,-6.9887,-390.32,-2.6907e-06,-0.00018465,54.871,0,1,0.90004,0.5,0.9,0
0.010666,-0.96007,-6.3409,-389.32,-2.414e-06,-0.00016574,51.399,0,1,0.91004,0.5,0.91,0
0.011562,-1.0258,-5.693,-388.32,-2.1374e-06,-0.00014684,47.928,0,1,0.92004,0.5,0.92,0
0.011707,-1.0739,-4.9806,-387.31,-1.8641e-06,-0.00012813,44.468,0,1,0.93004,0.5,0.93,0
0.01114,-1.1054,-4.207,-386.31,-1.5939e-06,-0.0001096,41.02,0,1,0.94004,0.5,0.94,0
0.010583,-1.1357,-3.4325,-385.37,-1.3239e-06,-9.1079e-05,37.572,0,1,0.95004,0.5,0.95,0
0.011027,-1.0375,-2.5503,-391.08,-1.058e-06,-7.2801e-05,34.093,0,1,0.96004,0.5,0.96,0
0.01147,-0.93936,-1.668,-396.78,-7.9218e-07,-5.4524e-05,30.614,0,1,0.97004,0.5,0.97,0
0.01169,-0.71129,-0.98289,-402.49,-5.2742e-07,-3.6308e-05,27.099,0,1,0.98004,0.5,0.98,0
0.01169,-0.35564,-0.49145,-408.2,-2.6371e-07,-1.8154e-05,23.55,0,1,0.99004,0.5,0.99,0
0.01169,-7.9106e-16,-1.0932e-15,-413.91,-5.8658e-22,-4.0382e-20,20,0,1,1,0.5,1,0
