"N","min(C)","q1(C)","med(C)","q3(C)","max(C)","avg(C)","std(C)","min(Area)","q1(Area)","med(Area)","q3(Area)","max(Area)","avg(Area)","std(Area)","min(vtkOriginalCellIds)","q1(vtkOriginalCellIds)","med(vtkOriginalCellIds)","q3(vtkOriginalCellIds)","max(vtkOriginalCellIds)","avg(vtkOriginalCellIds)","std(vtkOriginalCellIds)","vtkValidPointMask","Time"
1,0.11979,0.11979,0.11979,0.11979,0.11979,0.11979,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.322
1,0.11978,0.11978,0.11978,0.11978,0.11978,0.11978,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3225
1,0.11978,0.11978,0.11978,0.11978,0.11978,0.11978,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.323
1,0.11977,0.11977,0.11977,0.11977,0.11977,0.11977,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3235
1,0.11977,0.11977,0.11977,0.11977,0.11977,0.11977,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.324
1,0.11977,0.11977,0.11977,0.11977,0.11977,0.11977,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3245
1,0.11977,0.11977,0.11977,0.11977,0.11977,0.11977,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.325
1,0.11977,0.11977,0.11977,0.11977,0.11977,0.11977,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3255
1,0.11977,0.11977,0.11977,0.11977,0.11977,0.11977,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.326
1,0.11977,0.11977,0.11977,0.11977,0.11977,0.11977,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3265
1,0.11977,0.11977,0.11977,0.11977,0.11977,0.11977,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.327
1,0.11978,0.11978,0.11978,0.11978,0.11978,0.11978,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3275
1,0.11978,0.11978,0.11978,0.11978,0.11978,0.11978,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.328
1,0.11978,0.11978,0.11978,0.11978,0.11978,0.11978,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3285
1,0.11978,0.11978,0.11978,0.11978,0.11978,0.11978,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.329
1,0.11978,0.11978,0.11978,0.11978,0.11978,0.11978,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3295
1,0.11978,0.11978,0.11978,0.11978,0.11978,0.11978,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.33
1,0.11978,0.11978,0.11978,0.11978,0.11978,0.11978,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3305
1,0.11978,0.11978,0.11978,0.11978,0.11978,0.11978,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.331
1,0.11977,0.11977,0.11977,0.11977,0.11977,0.11977,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3315
1,0.11977,0.11977,0.11977,0.11977,0.11977,0.11977,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.332
1,0.11977,0.11977,0.11977,0.11977,0.11977,0.11977,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3325
1,0.11978,0.11978,0.11978,0.11978,0.11978,0.11978,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.333
1,0.11979,0.11979,0.11979,0.11979,0.11979,0.11979,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3335
1,0.11979,0.11979,0.11979,0.11979,0.11979,0.11979,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.334
1,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3345
1,0.11982,0.11982,0.11982,0.11982,0.11982,0.11982,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.335
1,0.11983,0.11983,0.11983,0.11983,0.11983,0.11983,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3355
1,0.11984,0.11984,0.11984,0.11984,0.11984,0.11984,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.336
1,0.11986,0.11986,0.11986,0.11986,0.11986,0.11986,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3365
1,0.11987,0.11987,0.11987,0.11987,0.11987,0.11987,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.337
1,0.11988,0.11988,0.11988,0.11988,0.11988,0.11988,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3375
1,0.11989,0.11989,0.11989,0.11989,0.11989,0.11989,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.338
1,0.11989,0.11989,0.11989,0.11989,0.11989,0.11989,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3385
1,0.1199,0.1199,0.1199,0.1199,0.1199,0.1199,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.339
1,0.1199,0.1199,0.1199,0.1199,0.1199,0.1199,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3395
1,0.1199,0.1199,0.1199,0.1199,0.1199,0.1199,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.34
1,0.11989,0.11989,0.11989,0.11989,0.11989,0.11989,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3405
1,0.11988,0.11988,0.11988,0.11988,0.11988,0.11988,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.341
1,0.11987,0.11987,0.11987,0.11987,0.11987,0.11987,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3415
1,0.11986,0.11986,0.11986,0.11986,0.11986,0.11986,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.342
1,0.11984,0.11984,0.11984,0.11984,0.11984,0.11984,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3425
1,0.11983,0.11983,0.11983,0.11983,0.11983,0.11983,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.343
1,0.11982,0.11982,0.11982,0.11982,0.11982,0.11982,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3435
1,0.11981,0.11981,0.11981,0.11981,0.11981,0.11981,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.344
1,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3445
1,0.11979,0.11979,0.11979,0.11979,0.11979,0.11979,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.345
1,0.11979,0.11979,0.11979,0.11979,0.11979,0.11979,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3455
1,0.11979,0.11979,0.11979,0.11979,0.11979,0.11979,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.346
1,0.11979,0.11979,0.11979,0.11979,0.11979,0.11979,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3465
1,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.347
1,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3475
1,0.11981,0.11981,0.11981,0.11981,0.11981,0.11981,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.348
1,0.11981,0.11981,0.11981,0.11981,0.11981,0.11981,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3485
1,0.11981,0.11981,0.11981,0.11981,0.11981,0.11981,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.349
1,0.11981,0.11981,0.11981,0.11981,0.11981,0.11981,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3495
1,0.1198,0.1198,0.1198,0.1198,0.1198,0.1198,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.35
1,0.11979,0.11979,0.11979,0.11979,0.11979,0.11979,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3505
1,0.11978,0.11978,0.11978,0.11978,0.11978,0.11978,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.351
1,0.11978,0.11978,0.11978,0.11978,0.11978,0.11978,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3515
1,0.11977,0.11977,0.11977,0.11977,0.11977,0.11977,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.352
1,0.11977,0.11977,0.11977,0.11977,0.11977,0.11977,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3525
1,0.11977,0.11977,0.11977,0.11977,0.11977,0.11977,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.353
1,0.11977,0.11977,0.11977,0.11977,0.11977,0.11977,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3535
1,0.11977,0.11977,0.11977,0.11977,0.11977,0.11977,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.354
1,0.11977,0.11977,0.11977,0.11977,0.11977,0.11977,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3545
1,0.11978,0.11978,0.11978,0.11978,0.11978,0.11978,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.355
1,0.11978,0.11978,0.11978,0.11978,0.11978,0.11978,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3555
1,0.11978,0.11978,0.11978,0.11978,0.11978,0.11978,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.356
1,0.11978,0.11978,0.11978,0.11978,0.11978,0.11978,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3565
1,0.11977,0.11977,0.11977,0.11977,0.11977,0.11977,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.357
1,0.11976,0.11976,0.11976,0.11976,0.11976,0.11976,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3575
1,0.11975,0.11975,0.11975,0.11975,0.11975,0.11975,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.358
1,0.11975,0.11975,0.11975,0.11975,0.11975,0.11975,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3585
1,0.11973,0.11973,0.11973,0.11973,0.11973,0.11973,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.359
1,0.11972,0.11972,0.11972,0.11972,0.11972,0.11972,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3595
1,0.1197,0.1197,0.1197,0.1197,0.1197,0.1197,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.36
1,0.11968,0.11968,0.11968,0.11968,0.11968,0.11968,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3605
1,0.11966,0.11966,0.11966,0.11966,0.11966,0.11966,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.361
1,0.11964,0.11964,0.11964,0.11964,0.11964,0.11964,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3615
1,0.11962,0.11962,0.11962,0.11962,0.11962,0.11962,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.362
1,0.11961,0.11961,0.11961,0.11961,0.11961,0.11961,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3625
1,0.11959,0.11959,0.11959,0.11959,0.11959,0.11959,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.363
1,0.11957,0.11957,0.11957,0.11957,0.11957,0.11957,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3635
1,0.11956,0.11956,0.11956,0.11956,0.11956,0.11956,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.364
1,0.11955,0.11955,0.11955,0.11955,0.11955,0.11955,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3645
1,0.11953,0.11953,0.11953,0.11953,0.11953,0.11953,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.365
1,0.11952,0.11952,0.11952,0.11952,0.11952,0.11952,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3655
1,0.11951,0.11951,0.11951,0.11951,0.11951,0.11951,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.366
1,0.11951,0.11951,0.11951,0.11951,0.11951,0.11951,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3665
1,0.1195,0.1195,0.1195,0.1195,0.1195,0.1195,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.367
1,0.1195,0.1195,0.1195,0.1195,0.1195,0.1195,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3675
1,0.1195,0.1195,0.1195,0.1195,0.1195,0.1195,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.368
1,0.11949,0.11949,0.11949,0.11949,0.11949,0.11949,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3685
1,0.11948,0.11948,0.11948,0.11948,0.11948,0.11948,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.369
1,0.11948,0.11948,0.11948,0.11948,0.11948,0.11948,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3695
1,0.11947,0.11947,0.11947,0.11947,0.11947,0.11947,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.37
1,0.11946,0.11946,0.11946,0.11946,0.11946,0.11946,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3705
1,0.11945,0.11945,0.11945,0.11945,0.11945,0.11945,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.371
1,0.11944,0.11944,0.11944,0.11944,0.11944,0.11944,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3715
1,0.11944,0.11944,0.11944,0.11944,0.11944,0.11944,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.372
1,0.11944,0.11944,0.11944,0.11944,0.11944,0.11944,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3725
1,0.11943,0.11943,0.11943,0.11943,0.11943,0.11943,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.373
1,0.11943,0.11943,0.11943,0.11943,0.11943,0.11943,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3735
1,0.11943,0.11943,0.11943,0.11943,0.11943,0.11943,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.374
1,0.11942,0.11942,0.11942,0.11942,0.11942,0.11942,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3745
1,0.11942,0.11942,0.11942,0.11942,0.11942,0.11942,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.375
1,0.11942,0.11942,0.11942,0.11942,0.11942,0.11942,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3755
1,0.11942,0.11942,0.11942,0.11942,0.11942,0.11942,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.376
1,0.11943,0.11943,0.11943,0.11943,0.11943,0.11943,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3765
1,0.11943,0.11943,0.11943,0.11943,0.11943,0.11943,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.377
1,0.11944,0.11944,0.11944,0.11944,0.11944,0.11944,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3775
1,0.11944,0.11944,0.11944,0.11944,0.11944,0.11944,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.378
1,0.11945,0.11945,0.11945,0.11945,0.11945,0.11945,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3785
1,0.11945,0.11945,0.11945,0.11945,0.11945,0.11945,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.379
1,0.11945,0.11945,0.11945,0.11945,0.11945,0.11945,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3795
1,0.11945,0.11945,0.11945,0.11945,0.11945,0.11945,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.38
1,0.11944,0.11944,0.11944,0.11944,0.11944,0.11944,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3805
1,0.11944,0.11944,0.11944,0.11944,0.11944,0.11944,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.381
1,0.11943,0.11943,0.11943,0.11943,0.11943,0.11943,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3815
1,0.11942,0.11942,0.11942,0.11942,0.11942,0.11942,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.382
1,0.11942,0.11942,0.11942,0.11942,0.11942,0.11942,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3825
1,0.11941,0.11941,0.11941,0.11941,0.11941,0.11941,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.383
1,0.11941,0.11941,0.11941,0.11941,0.11941,0.11941,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3835
1,0.1194,0.1194,0.1194,0.1194,0.1194,0.1194,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.384
1,0.11939,0.11939,0.11939,0.11939,0.11939,0.11939,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3845
1,0.11939,0.11939,0.11939,0.11939,0.11939,0.11939,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.385
1,0.11938,0.11938,0.11938,0.11938,0.11938,0.11938,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3855
1,0.11937,0.11937,0.11937,0.11937,0.11937,0.11937,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.386
1,0.11936,0.11936,0.11936,0.11936,0.11936,0.11936,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3865
1,0.11935,0.11935,0.11935,0.11935,0.11935,0.11935,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.387
1,0.11934,0.11934,0.11934,0.11934,0.11934,0.11934,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3875
1,0.11933,0.11933,0.11933,0.11933,0.11933,0.11933,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.388
1,0.11931,0.11931,0.11931,0.11931,0.11931,0.11931,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3885
1,0.11929,0.11929,0.11929,0.11929,0.11929,0.11929,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.389
1,0.11928,0.11928,0.11928,0.11928,0.11928,0.11928,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3895
1,0.11926,0.11926,0.11926,0.11926,0.11926,0.11926,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.39
1,0.11924,0.11924,0.11924,0.11924,0.11924,0.11924,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3905
1,0.11922,0.11922,0.11922,0.11922,0.11922,0.11922,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.391
1,0.11921,0.11921,0.11921,0.11921,0.11921,0.11921,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3915
1,0.11919,0.11919,0.11919,0.11919,0.11919,0.11919,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.392
1,0.11918,0.11918,0.11918,0.11918,0.11918,0.11918,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3925
1,0.11917,0.11917,0.11917,0.11917,0.11917,0.11917,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.393
1,0.11915,0.11915,0.11915,0.11915,0.11915,0.11915,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3935
1,0.11914,0.11914,0.11914,0.11914,0.11914,0.11914,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.394
1,0.11914,0.11914,0.11914,0.11914,0.11914,0.11914,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3945
1,0.11913,0.11913,0.11913,0.11913,0.11913,0.11913,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.395
1,0.11912,0.11912,0.11912,0.11912,0.11912,0.11912,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3955
1,0.11912,0.11912,0.11912,0.11912,0.11912,0.11912,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.396
1,0.11911,0.11911,0.11911,0.11911,0.11911,0.11911,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3965
1,0.11911,0.11911,0.11911,0.11911,0.11911,0.11911,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.397
1,0.11911,0.11911,0.11911,0.11911,0.11911,0.11911,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3975
1,0.11911,0.11911,0.11911,0.11911,0.11911,0.11911,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.398
1,0.11911,0.11911,0.11911,0.11911,0.11911,0.11911,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3985
1,0.11911,0.11911,0.11911,0.11911,0.11911,0.11911,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.399
1,0.11911,0.11911,0.11911,0.11911,0.11911,0.11911,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.3995
1,0.11911,0.11911,0.11911,0.11911,0.11911,0.11911,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4
1,0.1191,0.1191,0.1191,0.1191,0.1191,0.1191,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4005
1,0.1191,0.1191,0.1191,0.1191,0.1191,0.1191,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.401
1,0.11909,0.11909,0.11909,0.11909,0.11909,0.11909,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4015
1,0.11908,0.11908,0.11908,0.11908,0.11908,0.11908,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.402
1,0.11907,0.11907,0.11907,0.11907,0.11907,0.11907,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4025
1,0.11906,0.11906,0.11906,0.11906,0.11906,0.11906,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.403
1,0.11905,0.11905,0.11905,0.11905,0.11905,0.11905,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4035
1,0.11905,0.11905,0.11905,0.11905,0.11905,0.11905,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.404
1,0.11904,0.11904,0.11904,0.11904,0.11904,0.11904,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4045
1,0.11903,0.11903,0.11903,0.11903,0.11903,0.11903,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.405
1,0.11902,0.11902,0.11902,0.11902,0.11902,0.11902,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4055
1,0.11902,0.11902,0.11902,0.11902,0.11902,0.11902,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.406
1,0.11901,0.11901,0.11901,0.11901,0.11901,0.11901,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4065
1,0.11901,0.11901,0.11901,0.11901,0.11901,0.11901,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.407
1,0.119,0.119,0.119,0.119,0.119,0.119,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4075
1,0.119,0.119,0.119,0.119,0.119,0.119,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.408
1,0.11899,0.11899,0.11899,0.11899,0.11899,0.11899,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4085
1,0.11899,0.11899,0.11899,0.11899,0.11899,0.11899,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.409
1,0.11899,0.11899,0.11899,0.11899,0.11899,0.11899,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4095
1,0.11899,0.11899,0.11899,0.11899,0.11899,0.11899,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.41
1,0.11899,0.11899,0.11899,0.11899,0.11899,0.11899,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4105
1,0.11899,0.11899,0.11899,0.11899,0.11899,0.11899,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.411
1,0.11898,0.11898,0.11898,0.11898,0.11898,0.11898,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4115
1,0.11897,0.11897,0.11897,0.11897,0.11897,0.11897,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.412
1,0.11896,0.11896,0.11896,0.11896,0.11896,0.11896,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4125
1,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.413
1,0.11893,0.11893,0.11893,0.11893,0.11893,0.11893,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4135
1,0.11892,0.11892,0.11892,0.11892,0.11892,0.11892,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.414
1,0.1189,0.1189,0.1189,0.1189,0.1189,0.1189,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4145
1,0.11888,0.11888,0.11888,0.11888,0.11888,0.11888,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.415
1,0.11887,0.11887,0.11887,0.11887,0.11887,0.11887,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4155
1,0.11885,0.11885,0.11885,0.11885,0.11885,0.11885,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.416
1,0.11884,0.11884,0.11884,0.11884,0.11884,0.11884,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4165
1,0.11883,0.11883,0.11883,0.11883,0.11883,0.11883,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.417
1,0.11883,0.11883,0.11883,0.11883,0.11883,0.11883,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4175
1,0.11883,0.11883,0.11883,0.11883,0.11883,0.11883,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.418
1,0.11883,0.11883,0.11883,0.11883,0.11883,0.11883,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4185
1,0.11884,0.11884,0.11884,0.11884,0.11884,0.11884,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.419
1,0.11884,0.11884,0.11884,0.11884,0.11884,0.11884,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4195
1,0.11884,0.11884,0.11884,0.11884,0.11884,0.11884,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.42
1,0.11885,0.11885,0.11885,0.11885,0.11885,0.11885,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4205
1,0.11885,0.11885,0.11885,0.11885,0.11885,0.11885,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.421
1,0.11885,0.11885,0.11885,0.11885,0.11885,0.11885,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.4215
1,0.11885,0.11885,0.11885,0.11885,0.11885,0.11885,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.422
